longitude,latitude,cluster_id
-122.049600,37.520600,3
-121.572400,37.020700,6
-121.861600,38.691900,7
-122.415200,40.152100,2
-119.713300,36.810400,4
-117.258800,33.973900,5
-122.704100,38.325600,9
-121.384300,38.627800,1
-117.787800,33.892500,8
-117.587500,34.026700,8
-114.595900,33.610600,5
-121.827900,37.409000,3
-120.900800,39.220200,1
-118.275400,33.743300,8
-117.587500,34.026700,8
-117.705900,33.478000,8
-117.731100,33.607100,8
-118.836400,34.170700,8
-117.587500,34.026700,8
-118.836400,34.170700,8
-121.033300,37.815600,6
-117.008300,33.541000,5
-121.457900,39.154500,7
-117.179900,33.122600,5
-120.744400,35.650600,4
-119.888900,36.804400,4
-117.075500,32.794900,5
-118.881400,34.213400,8
-117.576300,34.099400,8
-118.595900,34.286800,8
-121.605100,39.032400,7
-121.902200,37.690200,3
-117.792200,34.063500,8
-119.265800,36.635500,4
-121.649800,36.660300,6
-121.660500,38.067400,1
-121.206700,38.581900,1
-118.245500,34.231200,8
-117.052600,32.635700,5
-121.605100,39.032400,7
-121.014800,37.667700,6
-117.729200,33.887100,8
-118.062800,33.797200,8
-121.187100,37.832400,1
-117.857800,33.884800,8
-121.384300,38.627800,1
-117.145500,34.423600,8
-120.882500,38.482400,1
-121.605100,39.032400,7
-121.235200,38.796000,1
-121.260800,37.961800,1
-119.291200,34.279300,8
-116.162500,33.695000,5
-120.788500,38.750600,1
-121.191000,39.588500,7
-119.012300,35.381300,4
-121.707400,38.934500,7
-120.227600,34.928700,4
-118.492400,34.196100,8
-118.032400,34.134400,8
-119.771600,36.747500,4
-117.247500,33.163100,5
-117.788400,33.851200,8
-119.265800,36.635500,4
-121.700900,39.060800,7
-121.125200,38.514200,1
-122.540000,38.024000,9
-122.540000,38.024000,9
-122.540000,38.024000,9
-121.810500,39.711100,7
-117.440000,33.899100,8
-119.034200,36.537800,4
-121.826900,37.240700,3
-121.839700,39.743200,7
-121.807300,37.989800,3
-117.678900,33.644300,8
-117.106800,33.223500,5
-121.299300,38.443000,1
-119.771600,36.747500,4
-120.995600,37.639500,6
-120.380200,37.375400,6
-117.709900,33.594000,8
-122.328400,38.251900,9
-117.007200,33.090200,5
-120.760900,37.777100,6
-122.279500,38.529700,9
-122.715600,38.440800,9
-117.787800,33.892500,8
-117.106800,33.223500,5
-120.973200,38.616400,1
-117.855400,33.746800,8
-121.167400,38.815300,1
-118.299200,33.894600,8
-121.014800,37.667700,6
-119.718500,36.605700,4
-119.673300,36.754100,4
-118.273900,33.920600,8
-117.106800,33.223500,5
-122.197200,38.113700,9
-117.129200,32.766400,5
-119.034200,36.537800,4
-118.479200,35.148300,8
-116.583300,33.866800,5
-121.912100,37.763500,3
-117.881700,33.788200,8
-116.327900,33.766400,5
-121.211500,37.280900,6
-119.381000,36.406600,4
-116.463000,33.814200,5
-118.878200,34.149600,8
-121.997800,37.813600,3
-118.914100,35.255200,4
-116.234100,33.748200,5
-121.152400,38.874500,1
-121.206700,38.581900,1
-122.267700,37.495000,3
-119.237100,35.404300,4
-117.106800,33.223500,5
-117.881700,33.788200,8
-120.161400,38.370800,1
-119.678900,36.826100,4
-122.810600,38.543900,9
-122.124500,38.225000,9
-122.001700,37.990300,3
-121.832100,37.282000,3
-121.435800,38.570900,1
-119.058400,36.293200,4
-121.279700,38.763400,1
-117.158500,33.187100,5
-119.726400,37.194600,4
-116.162500,33.695000,5
-117.549700,33.570500,5
-117.535900,33.876700,8
-118.093500,34.087400,8
-122.267700,37.495000,3
-122.781400,38.453400,9
-120.365200,35.156000,4
-119.771600,36.747500,4
-117.070600,33.634400,5
-120.744400,35.650600,4
-117.667700,33.604200,8
-121.402800,38.488800,1
-118.201300,33.880100,8
-123.244100,39.131000,10
-116.828100,33.050400,5
-116.828100,33.050400,5
-122.035800,38.004700,3
-120.893000,37.674100,6
-121.402800,38.488800,1
-118.086300,33.986600,8
-116.391800,33.699800,5
-118.600500,34.257500,8
-119.516700,34.413200,8
-117.257900,34.078600,8
-117.013700,34.044900,5
-117.678900,33.644300,8
-118.344500,34.231600,8
-117.866800,33.831000,8
-117.165200,32.807000,5
-119.184500,34.248000,8
-117.258800,33.973900,5
-119.888900,36.804400,4
-119.673300,36.754100,4
-121.183700,36.895600,6
-118.978300,34.198600,8
-117.165200,32.807000,5
-121.928100,38.009500,3
-117.189100,33.657500,5
-118.976200,34.142500,8
-119.183100,34.209100,8
-117.323000,33.970000,8
-116.990300,32.567800,5
-121.243500,37.739600,6
-121.945100,38.155600,9
-114.626300,33.584300,5
-117.203700,32.768800,5
-117.865900,33.599400,8
-117.535900,33.876700,8
-117.800800,33.736100,8
-122.278000,40.662000,2
-120.843500,37.965600,1
-121.324200,38.555800,1
-118.361300,33.958400,8
-118.595900,34.286800,8
-117.760800,34.039000,8
-121.324200,38.555800,1
-121.620100,36.729200,6
-121.988600,36.971700,3
-118.313500,33.830200,8
-122.316400,40.450600,2
-121.735100,37.899800,3
-121.439400,38.432700,1
-122.415200,40.152100,2
-121.945100,38.155600,9
-122.516900,40.338200,2
-121.401200,38.585200,1
-120.658700,35.282800,4
-120.391400,34.806900,4
-123.244100,39.131000,10
-120.538400,40.155000,7
-117.158500,33.187100,5
-117.396800,33.623300,5
-117.051700,32.709600,5
-122.219300,37.836100,3
-119.046700,35.156400,4
-120.227600,34.928700,4
-121.491000,38.584000,1
-120.469400,38.101900,1
-117.207600,33.210900,5
-117.325600,34.391800,8
-117.106800,33.223500,5
-117.760800,34.039000,8
-117.313300,33.150800,5
-117.195500,33.830700,5
-117.189100,33.657500,5
-120.391400,34.806900,4
-121.500000,38.951200,7
-119.758900,36.823100,4
-120.365100,38.186100,1
-119.380500,36.661900,4
-119.403500,36.822200,4
-119.380500,36.661900,4
-119.403500,36.822200,4
-120.890900,37.330500,6
-122.423100,37.657800,3
-119.403500,36.822200,4
-120.847100,37.593500,6
-119.888900,36.804400,4
-119.119800,35.389500,4
-124.152700,40.799500,10
NULL,NULL,1
-117.141000,33.586000,5
-117.667700,33.604200,8
-122.156000,37.756500,3
-116.981200,33.258200,5
-121.902300,37.387400,3
-122.161000,37.715900,3
-121.910300,37.528800,3
-120.860700,37.477900,6
-121.455100,38.029100,1
-121.497500,38.557100,1
-121.149900,38.125400,1
-120.620700,35.254200,4
-122.317400,40.528600,2
-118.129500,34.137900,8
-118.089400,34.162000,8
-122.317400,40.528600,2
-121.902300,37.387400,3
-121.187100,37.832400,1
-120.435100,34.865400,4
-118.540400,34.200700,8
-117.247500,33.163100,5
-121.817400,38.395500,1
-121.279700,38.763400,1
-119.381000,36.406600,4
-117.995300,34.043300,8
-118.606400,34.420900,8
-118.347800,34.178100,8
-120.975900,36.985900,6
-118.976200,34.142500,8
-117.257900,34.078600,8
-116.229200,33.703400,5
-118.493600,34.015300,8
-118.089400,34.162000,8
-120.380200,37.375400,6
-119.632100,36.306100,4
-117.101900,33.527900,5
-117.189100,33.657500,5
-119.119800,35.389500,4
-121.312200,38.693200,1
-121.402800,37.944700,1
-122.279500,38.529700,9
-117.257900,34.078600,8
-117.249800,33.054500,5
-121.608800,36.675700,6
-117.529600,33.392900,5
-117.205300,33.286900,5
-117.085600,33.119500,5
-122.462100,38.245500,9
-121.654900,39.726100,7
-121.037100,39.002000,1
-122.674200,41.754000,2
-124.038400,40.839600,10
-120.222800,34.651000,4
-117.549400,34.434900,8
-117.182100,33.738900,5
-120.788500,38.750600,1
-122.753500,38.502800,9
-120.918000,39.350500,7
-119.577600,36.928800,4
-121.564200,38.852100,1
-121.121900,37.757300,6
-124.152700,40.799500,10
-117.141000,33.586000,5
-119.132800,35.812300,4
-122.837600,39.100700,9
-119.718500,36.605700,4
-121.572400,37.020700,6
-117.249800,33.054500,5
-119.058400,36.293200,4
-117.299000,33.108600,5
-117.158500,33.187100,5
-117.871000,33.696600,8
-119.761200,36.861400,4
-120.900800,39.220200,1
-120.900800,39.220200,1
-120.900800,39.220200,1
-120.900800,39.220200,1
-122.266400,39.544800,7
-122.266400,39.544800,7
-119.381000,36.406600,4
-119.381000,36.406600,4
-119.380500,36.661900,4
-117.296400,33.394300,5
-120.472700,35.881000,4
-120.645100,35.666400,4
-120.760900,37.777100,6
-120.215800,37.947200,6
-117.325600,34.391800,8
-117.325600,34.391800,8
-121.235200,38.796000,1
-119.545900,36.043500,4
-120.677600,37.553800,6
-121.981300,37.034600,3
-118.877500,35.994400,4
-121.356100,38.715200,1
-117.323000,33.970000,8
-121.149900,38.125400,1
-121.288600,38.552300,1
-119.265800,36.635500,4
-124.099400,40.721400,10
-119.119800,35.389500,4
-124.038400,40.839600,10
-120.504700,35.039600,4
-121.279700,38.763400,1
-122.010400,38.415700,9
-122.415200,40.152100,2
-122.106000,37.890100,3
-117.466900,34.051900,8
-117.103700,33.809200,5
-118.904600,35.181900,4
-117.316100,34.571000,8
-121.402800,38.488800,1
-117.207600,33.210900,5
-117.492300,33.935500,8
-121.334900,38.490800,1
-121.950800,37.351500,3
-117.814800,33.744000,8
-119.220200,34.287500,8
-118.615300,34.174900,8
-118.149200,34.733300,8
-118.165200,33.899100,8
-123.896700,40.131500,10
-124.145500,40.480500,10
-122.704100,38.325600,9
-118.129500,34.137900,8
-119.904800,36.641300,4
-121.033300,37.815600,6
-121.401200,38.585200,1
-121.956700,37.279000,3
-122.161000,37.715900,3
-122.161000,37.715900,3
-117.325600,34.391800,8
-123.322200,39.280100,10
-117.983400,34.001800,8
-123.244100,39.131000,10
-120.900800,39.220200,1
-120.900800,39.220200,1
-122.631600,39.531600,7
-120.900800,39.220200,1
-120.900800,39.220200,1
-121.080800,39.374300,7
-118.089400,34.162000,8
-118.093500,34.087400,8
-118.093500,34.087400,8
-123.358400,39.488000,10
-117.321400,33.888800,5
-121.384300,38.627800,1
-122.278000,40.662000,2
-119.046700,35.156400,4
-120.900800,39.220200,1
-120.900800,39.220200,1
-120.900800,39.220200,1
-121.586300,38.629500,1
-117.377800,33.994300,8
-120.788500,38.750600,1
-121.279700,38.763400,1
-117.313300,33.150800,5
-118.479200,35.148300,8
-120.860700,37.477900,6
-120.744400,35.650600,4
-121.878700,37.006800,3
-117.349800,33.932700,8
-118.353800,33.972900,8
-119.046700,35.156400,4
-123.999800,41.788200,10
-117.121100,32.695700,5
-120.380200,37.375400,6
-118.007800,33.841700,8
-118.670000,36.169000,4
-122.267700,37.495000,3
-120.677900,40.556300,2
-121.988600,36.971700,3
-121.279700,38.763400,1
-120.830400,38.163800,1
-121.455100,38.029100,1
-121.129000,37.960700,1
-119.394900,36.523800,4
-119.761200,36.861400,4
NULL,NULL,1
-119.381300,36.294700,4
-119.828500,36.842100,4
-121.531300,38.491600,1
-124.038400,40.839600,10
-121.608800,36.675700,6
-121.075500,38.682700,1
-121.700900,39.060800,7
-119.655500,36.621000,4
-121.649800,36.660300,6
-121.138600,38.343800,1
-121.211500,37.280900,6
-120.552400,38.075700,1
-123.482100,39.747600,10
-119.220200,34.287500,8
-122.212600,40.568100,2
-121.108800,37.611700,6
-122.781400,38.453400,9
-117.885400,33.927000,8
-118.037000,33.818900,8
-120.463600,38.099400,1
-124.038400,40.839600,10
-122.540000,38.024000,9
-122.540000,38.024000,9
-120.843800,37.527400,6
-117.107300,33.901700,5
-116.993600,32.724600,5
-116.828100,33.050400,5
-121.739700,38.545200,1
-119.363000,36.172800,4
-118.877500,35.994400,4
-120.614900,34.934400,4
-119.176300,34.197500,8
-122.244700,37.872200,3
-121.869700,39.864200,7
-117.587500,34.026700,8
-121.324200,38.555800,1
-119.106000,34.381500,8
-119.220200,34.287500,8
-117.269000,33.542800,5
-117.635300,34.032400,8
-118.353200,33.840200,8
-121.402800,37.944700,1
-122.862300,38.430500,9
-117.017100,32.993500,5
-119.684700,34.436300,4
-120.975900,36.985900,6
-121.075500,38.682700,1
-122.128500,37.709100,3
-121.682400,38.684800,1
-121.279700,38.763400,1
-119.577600,36.928800,4
-120.984900,37.634900,6
-118.987900,35.390700,4
-118.032400,34.134400,8
-122.559600,38.222400,9
-120.680300,35.457600,4
-121.080800,39.374300,7
-122.049600,37.520600,3
-122.035800,38.004700,3
-115.688900,32.790200,5
-121.279700,38.763400,1
-117.107300,33.901700,5
-122.077600,37.552200,3
-121.383100,38.549100,1
-120.656500,37.688100,6
-123.244100,39.131000,10
-121.956700,37.279000,3
-121.497500,38.557100,1
-118.014000,34.070900,8
-121.083500,41.091100,2
-121.083500,41.091100,2
-120.380200,37.375400,6
-120.860700,37.477900,6
-120.845900,37.494800,6
-117.363400,33.194200,5
-122.751100,38.391700,9
-120.620700,35.254200,4
-122.035800,38.004700,3
-116.583300,33.866800,5
-116.865500,32.903000,5
-117.203700,32.768800,5
-117.158500,33.187100,5
-121.525600,38.670700,1
-120.973200,38.616400,1
-121.235200,38.796000,1
-122.540000,38.024000,9
-122.540000,38.024000,9
-122.540000,38.024000,9
-119.394900,36.523800,4
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.114400,33.793500,8
-118.507300,34.424200,8
-119.034200,36.537800,4
-121.187100,37.832400,1
-122.781400,38.453400,9
-122.016800,37.388600,3
-121.572400,37.020700,6
-121.435800,38.570900,1
-121.289200,37.539500,6
-121.289200,37.539500,6
-117.396800,33.623300,5
-119.058000,35.957000,4
-121.869700,39.864200,7
-119.678900,36.826100,4
-117.233800,33.484400,5
-121.845700,39.606100,7
-121.349400,38.046700,1
-119.545900,36.043500,4
-119.082500,36.219500,4
-117.008300,33.541000,5
-122.262300,39.937900,7
-121.328100,38.623200,1
-118.431100,34.146500,8
-120.365200,35.156000,4
-119.303800,35.500000,4
-121.459000,41.738200,2
-117.363400,33.194200,5
-122.065300,39.256600,7
-119.655500,36.621000,4
-121.398900,37.675700,3
-122.065300,39.256600,7
-120.380200,37.375400,6
-121.845700,39.606100,7
-121.457900,39.154500,7
-121.747200,39.495900,7
-121.831600,39.208600,7
-119.632100,36.306100,4
-119.914600,37.861700,6
-121.431400,38.147100,1
-120.558000,36.847500,6
-115.602300,32.770900,5
-121.564200,38.852100,1
-120.718100,35.530000,4
-119.863400,36.528600,4
-122.161700,39.320000,7
-122.065300,39.256600,7
-119.183100,34.209100,8
-122.073100,39.407400,7
-120.645100,35.666400,4
-122.266400,39.544800,7
-119.119800,35.389500,4
-120.964100,37.556600,6
-120.975900,36.985900,6
-121.700900,39.060800,7
-121.108800,37.611700,6
-121.586900,36.641800,6
-119.503000,36.487700,4
-115.602300,32.770900,5
-121.839700,39.743200,7
-121.312900,38.169100,1
-119.211400,36.360700,4
-119.363000,36.172800,4
-121.757800,39.413500,7
-120.744400,35.650600,4
-120.129900,36.389600,4
-121.990000,39.731900,7
-121.878700,37.006800,3
-121.682400,38.684800,1
-121.845700,39.606100,7
-121.002800,36.178600,6
-119.082500,36.219500,4
-119.041100,34.299300,8
-120.504700,35.039600,4
-122.065300,39.256600,7
-120.847100,37.593500,6
-121.747200,39.495900,7
-121.861600,38.691900,7
-119.904800,36.641300,4
-121.605100,39.032400,7
-119.503000,36.487700,4
-121.650500,36.769100,6
-121.500300,38.838300,1
-121.810500,39.711100,7
-121.654500,36.677800,6
-119.837200,36.290400,4
-120.389700,37.983900,1
-115.886500,33.520000,5
-119.863400,36.528600,4
-122.016500,39.030700,7
-121.459700,37.653300,3
-121.312900,38.169100,1
-121.762500,39.354600,7
-120.895100,37.397000,6
-119.673300,36.754100,4
-122.266400,39.544800,7
-121.556500,39.057600,7
-115.350200,32.789400,5
-119.545900,36.043500,4
-121.325200,37.974400,1
-121.409100,39.467600,7
-122.016500,39.030700,7
-119.837200,36.290400,4
-120.646000,37.293100,6
-119.119800,35.389500,4
-122.936400,41.615600,2
-119.046700,35.156400,4
-119.837200,36.290400,4
-115.602300,32.770900,5
-122.065300,39.256600,7
-121.757800,39.413500,7
-118.939600,35.542100,4
-121.682400,38.684800,1
-120.266700,37.087600,6
-122.266400,39.544800,7
-120.157600,36.912000,6
-119.837200,36.290400,4
-121.836500,39.728900,7
-120.391400,34.806900,4
-122.161700,39.320000,7
-119.632100,36.306100,4
-121.445900,38.605700,1
-121.586900,36.641800,6
-122.266400,39.544800,7
-121.397700,39.051000,7
-115.602300,32.770900,5
-119.888900,36.804400,4
-120.179400,36.694400,4
-120.266700,37.087600,6
-121.953900,36.975900,3
-119.064300,35.348400,4
-121.108800,37.611700,6
-121.649800,36.660300,6
-119.921800,36.465400,4
-117.291200,33.200600,5
-121.289200,37.539500,6
-119.381300,36.294700,4
-121.398900,37.675700,3
-119.363000,36.172800,4
-121.548800,38.233600,1
-119.837200,36.290400,4
-121.401200,38.585200,1
-121.352300,38.666600,1
-120.182200,39.328200,1
-120.623500,37.057600,6
-121.457900,39.154500,7
-121.149900,38.125400,1
-120.380200,37.375400,6
-123.492400,40.640600,10
-119.837200,36.290400,4
-121.271600,38.130400,1
-122.161700,39.320000,7
-119.888900,36.804400,4
-122.266400,39.544800,7
-120.129900,36.389600,4
-121.577200,38.408400,1
-120.504700,35.039600,4
-120.677600,37.553800,6
-119.503000,36.487700,4
-119.726400,37.194600,4
-119.678900,36.826100,4
-119.673300,36.754100,4
-122.266400,39.544800,7
-122.156200,37.163400,3
-120.645100,35.666400,4
-120.744400,35.650600,4
-120.760900,37.777100,6
-121.707400,38.934500,7
-119.726400,37.194600,4
-120.744400,35.650600,4
-121.845700,39.606100,7
-121.700900,39.060800,7
-120.179400,36.694400,4
-119.888900,36.804400,4
-121.211500,37.280900,6
-120.177400,36.607100,4
-116.981200,33.258200,5
-120.847100,37.593500,6
-121.183700,36.895600,6
-120.623500,37.057600,6
-121.605100,39.032400,7
-122.065300,39.256600,7
-120.266700,37.087600,6
-119.017600,35.373600,4
-119.183100,34.209100,8
-121.500000,38.951200,7
-121.373400,38.784500,1
-121.831600,39.208600,7
-123.179700,39.740700,10
-119.211400,36.360700,4
-121.383100,38.549100,1
-117.587500,34.026700,8
-122.016500,39.030700,7
-122.266400,39.544800,7
-119.017600,35.373600,4
-121.586900,36.641800,6
-119.363000,36.172800,4
-121.409100,39.467600,7
-123.358400,39.488000,10
-121.759400,39.242700,7
-119.119800,35.389500,4
-120.266700,37.087600,6
-118.062800,33.797200,8
-119.632100,36.306100,4
-121.816000,38.563000,1
-121.810500,39.711100,7
-121.700900,39.060800,7
-121.644300,39.651000,7
-119.381000,36.406600,4
-121.649800,36.660300,6
-121.843500,37.272500,3
-116.924700,33.804000,5
-119.184500,34.248000,8
-120.646000,37.293100,6
-119.837200,36.290400,4
-118.080100,33.866800,8
-121.121900,37.757300,6
-121.586900,36.641800,6
-119.952400,36.787900,4
-122.777800,38.495200,9
-122.214300,37.368900,3
-118.188600,33.766800,8
-117.492200,33.761100,8
-121.221300,35.986200,6
-122.065300,39.256600,7
-119.381000,36.406600,4
-121.377600,38.585300,1
-121.861600,38.691900,7
-119.058400,36.293200,4
-120.227600,34.928700,4
-118.777200,34.292700,8
-119.152100,35.722600,4
-117.244000,33.095700,5
-121.254700,38.398800,1
-120.504700,35.039600,4
-117.447400,33.998600,8
-121.187100,37.832400,1
-119.761200,36.861400,4
-120.129900,36.389600,4
-119.761200,36.861400,4
-117.279100,34.177000,8
-117.562800,33.926400,8
-122.262300,39.937900,7
-122.289000,37.921100,9
-121.902200,37.690200,3
-121.817400,38.395500,1
-121.861600,38.691900,7
-122.606700,38.458800,9
-119.503000,36.487700,4
-120.656500,37.688100,6
-121.345300,36.386300,6
-117.709900,33.594000,8
-121.810500,39.711100,7
-119.394900,36.523800,4
-120.389700,37.983900,1
-119.211400,36.360700,4
-119.211400,36.360700,4
-121.654500,36.677800,6
-122.016500,39.030700,7
-122.161700,39.320000,7
-117.813000,34.115400,8
-121.002800,36.178600,6
-120.744400,35.650600,4
-121.650500,36.769100,6
-117.269000,33.542800,5
-121.183700,36.895600,6
-121.861600,38.691900,7
-118.878200,34.149600,8
-121.952700,37.965500,3
-120.558000,36.847500,6
-119.119800,35.389500,4
-119.485400,35.403300,4
-121.531300,38.491600,1
-120.677900,40.556300,2
-119.503000,36.487700,4
-119.632100,36.306100,4
-121.878700,37.006800,3
-119.503000,36.487700,4
-121.605100,39.032400,7
-119.828500,36.842100,4
-119.632100,36.306100,4
-119.381000,36.406600,4
-122.065300,39.256600,7
-118.904600,35.181900,4
-121.014800,37.667700,6
-119.828500,36.842100,4
-121.421700,36.544900,6
-120.623500,37.057600,6
-119.678900,36.826100,4
-120.157600,36.912000,6
-121.431400,38.147100,1
-116.229200,33.703400,5
-121.649800,36.660300,6
-122.078500,38.840400,7
-121.878700,37.006800,3
-119.220200,34.287500,8
-120.614900,34.934400,4
-119.760000,36.905100,4
-121.660300,38.551500,1
-121.878700,37.006800,3
-121.455100,38.029100,1
-117.156500,32.715400,5
-119.237100,35.404300,4
-120.958000,37.196500,6
-119.058400,36.293200,4
-119.837200,36.290400,4
-121.586900,36.641800,6
-119.760000,36.905100,4
-119.632100,36.306100,4
-119.076400,34.232200,8
-119.758900,36.823100,4
-121.121900,37.757300,6
-116.865500,32.903000,5
-120.157600,36.912000,6
-119.381300,36.294700,4
-119.058400,36.293200,4
-120.718100,35.530000,4
-117.993700,33.749100,8
-121.457900,39.154500,7
-121.183700,36.895600,6
-119.632100,36.306100,4
-121.089600,37.716700,6
-117.136900,33.085400,5
-118.976200,34.142500,8
-121.175300,38.678300,1
-120.932000,39.173700,1
-117.249800,33.054500,5
-120.391400,34.806900,4
NULL,NULL,1
-119.363000,36.172800,4
-119.058400,36.293200,4
-117.821200,33.737600,8
-119.058400,36.293200,4
-122.016500,39.030700,7
-118.839700,34.417300,8
-121.456800,38.688800,1
-117.813000,34.115400,8
-115.350200,32.789400,5
-121.211500,37.280900,6
-119.545900,36.043500,4
-120.391400,34.806900,4
-119.761200,36.861400,4
-119.303800,35.500000,4
-122.674200,41.754000,2
-119.163000,34.279300,8
-119.106000,34.381500,8
-121.075500,38.682700,1
-118.877500,35.994400,4
-120.860700,37.477900,6
-119.381000,36.406600,4
-121.817400,38.395500,1
-121.243500,37.739600,6
-116.422000,32.915200,5
-119.828500,36.842100,4
-116.989300,33.138700,5
-121.902200,37.690200,3
-120.760100,35.269200,4
-119.241700,34.448400,8
-118.939600,35.542100,4
-119.577600,36.928800,4
-121.605100,39.032400,7
-117.785400,33.801000,8
-121.289200,37.539500,6
-117.007200,33.090200,5
-118.939600,35.542100,4
-117.788400,33.851200,8
-120.843500,37.965600,1
-120.488800,37.245300,6
-120.623500,37.057600,6
-118.335500,34.129900,8
-119.757500,36.710900,4
-119.577600,36.928800,4
-119.970400,38.945900,1
-120.748900,37.365200,6
-121.421700,36.544900,6
-120.760900,37.777100,6
-117.579100,34.152600,8
-119.394900,36.523800,4
-119.701900,36.825300,4
-120.645100,35.666400,4
-119.828500,36.842100,4
-121.816000,38.563000,1
-121.869700,39.864200,7
-117.776100,33.545100,8
-121.724000,36.942800,3
-119.192700,36.742300,4
-119.381000,36.406600,4
-120.043100,37.022700,6
-121.572400,37.020700,6
-119.771600,36.747500,4
-121.345300,36.386300,6
-120.043100,37.022700,6
-119.064300,35.348400,4
-120.179400,36.694400,4
-121.421700,36.544900,6
-121.586900,36.641800,6
-119.713300,36.810400,4
-123.203100,39.234600,10
-120.365200,35.156000,4
-116.234100,33.748200,5
-121.861600,38.691900,7
-121.810500,39.711100,7
-119.904800,36.641300,4
-118.818300,35.114500,4
-117.405400,33.903900,8
-121.586900,36.641800,6
-115.602300,32.770900,5
-122.279500,38.529700,9
-121.915800,36.556700,3
-120.179400,36.694400,4
-121.878700,37.006800,3
-117.789900,33.690300,8
-121.627000,37.168100,3
-118.877500,35.994400,4
-117.819200,33.813600,8
-122.547900,41.928000,2
-119.802000,36.801000,4
-119.594300,34.418700,8
-120.266700,37.087600,6
-121.258700,38.743900,1
-119.904800,36.641300,4
-122.266400,39.544800,7
-121.700900,39.060800,7
-120.641000,37.604400,6
-118.418600,34.256700,8
-117.788400,33.851200,8
-118.939600,35.542100,4
-122.010800,38.577300,9
-121.531300,38.491600,1
-120.788500,38.750600,1
-119.503000,36.487700,4
-121.700900,39.060800,7
-121.724000,36.942800,3
-121.627000,37.168100,3
-120.179400,36.694400,4
-119.863400,36.528600,4
