longitude,latitude,cluster_id
-121.455100,38.029100,17
-121.497500,38.557100,17
-121.149900,38.125400,17
-120.620700,35.254200,20
-122.317400,40.528600,2
-118.129500,34.137900,16
-118.089400,34.162000,16
-122.317400,40.528600,2
-121.902300,37.387400,3
-121.187100,37.832400,11
-120.435100,34.865400,20
-118.540400,34.200700,8
-117.247500,33.163100,13
-121.817400,38.395500,7
-121.279700,38.763400,17
-119.381000,36.406600,4
-117.995300,34.043300,16
-118.606400,34.420900,8
-118.347800,34.178100,8
-120.975900,36.985900,11
-118.976200,34.142500,8
-117.257900,34.078600,16
-116.229200,33.703400,5
-118.493600,34.015300,8
-118.089400,34.162000,16
-120.380200,37.375400,11
-119.632100,36.306100,4
-117.101900,33.527900,13
-117.189100,33.657500,13
-119.119800,35.389500,14
-121.312200,38.693200,17
-121.402800,37.944700,17
-122.279500,38.529700,9
-117.257900,34.078600,16
-117.249800,33.054500,13
-121.608800,36.675700,6
-117.529600,33.392900,13
-117.205300,33.286900,13
-117.085600,33.119500,13
-122.462100,38.245500,9
-121.654900,39.726100,18
-121.037100,39.002000,15
-122.674200,41.754000,12
-124.038400,40.839600,10
-120.222800,34.651000,20
-117.549400,34.434900,16
-117.182100,33.738900,16
-120.788500,38.750600,15
-122.753500,38.502800,9
-120.918000,39.350500,15
-119.577600,36.928800,4
-121.564200,38.852100,1
-121.121900,37.757300,11
-124.152700,40.799500,10
-117.141000,33.586000,13
-119.132800,35.812300,14
-122.837600,39.100700,9
-119.718500,36.605700,4
-121.572400,37.020700,6
-117.249800,33.054500,13
-119.058400,36.293200,14
-117.299000,33.108600,13
-117.158500,33.187100,13
-117.871000,33.696600,16
-119.761200,36.861400,4
-120.900800,39.220200,15
-120.900800,39.220200,15
-120.900800,39.220200,15
-120.900800,39.220200,15
-122.266400,39.544800,18
-122.266400,39.544800,18
-119.381000,36.406600,4
-119.381000,36.406600,4
-119.380500,36.661900,4
-117.296400,33.394300,13
-120.472700,35.881000,20
-120.645100,35.666400,20
-120.760900,37.777100,11
-120.215800,37.947200,11
-117.325600,34.391800,16
-117.325600,34.391800,16
-121.235200,38.796000,17
-119.545900,36.043500,14
-120.677600,37.553800,11
-121.981300,37.034600,6
-118.877500,35.994400,14
-121.356100,38.715200,17
-117.323000,33.970000,16
-121.149900,38.125400,17
-121.288600,38.552300,17
-119.265800,36.635500,4
-124.099400,40.721400,10
-119.119800,35.389500,14
-124.038400,40.839600,10
-120.504700,35.039600,20
-121.279700,38.763400,17
-122.010400,38.415700,7
-122.415200,40.152100,2
-122.106000,37.890100,3
-117.466900,34.051900,16
-117.103700,33.809200,16
-118.904600,35.181900,14
-117.316100,34.571000,16
-121.402800,38.488800,17
-117.207600,33.210900,13
-117.492300,33.935500,16
-121.334900,38.490800,17
-121.950800,37.351500,3
-117.814800,33.744000,16
-119.220200,34.287500,8
-118.615300,34.174900,8
-118.149200,34.733300,16
-118.165200,33.899100,16
-123.896700,40.131500,10
-124.145500,40.480500,10
-122.704100,38.325600,9
-118.129500,34.137900,16
-119.904800,36.641300,4
-121.033300,37.815600,11
-121.401200,38.585200,17
-121.956700,37.279000,3
-122.161000,37.715900,3
-122.161000,37.715900,3
-117.325600,34.391800,16
-123.322200,39.280100,10
-117.983400,34.001800,16
-123.244100,39.131000,10
-120.900800,39.220200,15
-120.900800,39.220200,15
-122.631600,39.531600,18
-120.900800,39.220200,15
-120.900800,39.220200,15
-121.080800,39.374300,15
-118.089400,34.162000,16
-118.093500,34.087400,16
-118.093500,34.087400,16
-123.358400,39.488000,10
-117.321400,33.888800,16
-121.384300,38.627800,17
-122.278000,40.662000,2
-119.046700,35.156400,14
-120.900800,39.220200,15
-120.900800,39.220200,15
-120.900800,39.220200,15
-121.586300,38.629500,7
-117.377800,33.994300,16
-120.788500,38.750600,15
-121.279700,38.763400,17
-117.313300,33.150800,13
-118.479200,35.148300,14
-120.860700,37.477900,11
-120.744400,35.650600,20
-121.878700,37.006800,6
-117.349800,33.932700,16
-118.353800,33.972900,16
-119.046700,35.156400,14
-123.999800,41.788200,12
-117.121100,32.695700,13
-120.380200,37.375400,11
-118.007800,33.841700,16
-118.670000,36.169000,14
-122.267700,37.495000,3
-120.677900,40.556300,19
-121.988600,36.971700,6
-121.279700,38.763400,17
-120.830400,38.163800,17
-121.455100,38.029100,17
-121.129000,37.960700,11
-119.394900,36.523800,4
-119.761200,36.861400,4
NULL,NULL,1
-119.381300,36.294700,4
-119.828500,36.842100,4
-121.531300,38.491600,17
-124.038400,40.839600,10
-121.608800,36.675700,6
-121.075500,38.682700,17
-121.700900,39.060800,1
-119.655500,36.621000,4
-121.649800,36.660300,6
-121.138600,38.343800,17
-121.211500,37.280900,11
-120.552400,38.075700,11
-123.482100,39.747600,10
-119.220200,34.287500,8
-122.212600,40.568100,2
-121.108800,37.611700,11
-122.781400,38.453400,9
-117.885400,33.927000,16
-118.037000,33.818900,16
-120.463600,38.099400,11
-124.038400,40.839600,10
-122.540000,38.024000,9
-122.540000,38.024000,9
-120.843800,37.527400,11
-117.107300,33.901700,16
-116.993600,32.724600,13
-116.828100,33.050400,13
-121.739700,38.545200,7
-119.363000,36.172800,14
-118.877500,35.994400,14
-120.614900,34.934400,20
-119.176300,34.197500,8
-122.244700,37.872200,3
-121.869700,39.864200,18
-117.587500,34.026700,16
-121.324200,38.555800,17
-119.106000,34.381500,8
-119.220200,34.287500,8
-117.269000,33.542800,13
-117.635300,34.032400,16
-118.353200,33.840200,16
-121.402800,37.944700,17
-122.862300,38.430500,9
-117.017100,32.993500,13
-119.684700,34.436300,8
-120.975900,36.985900,11
-121.075500,38.682700,17
-122.128500,37.709100,3
-121.682400,38.684800,7
-121.279700,38.763400,17
-119.577600,36.928800,4
-120.984900,37.634900,11
-118.987900,35.390700,14
-118.032400,34.134400,16
-122.559600,38.222400,9
-120.680300,35.457600,20
-121.080800,39.374300,15
-122.049600,37.520600,3
-122.035800,38.004700,3
-115.688900,32.790200,5
-121.279700,38.763400,17
-117.107300,33.901700,16
-122.077600,37.552200,3
-121.383100,38.549100,17
-120.656500,37.688100,11
-123.244100,39.131000,10
-121.956700,37.279000,3
-121.497500,38.557100,17
-118.014000,34.070900,16
-121.083500,41.091100,19
-121.083500,41.091100,19
-120.380200,37.375400,11
-120.860700,37.477900,11
-120.845900,37.494800,11
-117.363400,33.194200,13
-122.751100,38.391700,9
-120.620700,35.254200,20
-122.035800,38.004700,3
-116.583300,33.866800,5
-116.865500,32.903000,13
-117.203700,32.768800,13
-117.158500,33.187100,13
-121.525600,38.670700,17
-120.973200,38.616400,17
-121.235200,38.796000,17
-122.540000,38.024000,9
-122.540000,38.024000,9
-122.540000,38.024000,9
-119.394900,36.523800,4
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.114400,33.793500,16
-118.507300,34.424200,8
-119.034200,36.537800,4
-121.187100,37.832400,11
-122.781400,38.453400,9
-122.016800,37.388600,3
-121.572400,37.020700,6
-121.435800,38.570900,17
-121.289200,37.539500,11
-121.289200,37.539500,11
-117.396800,33.623300,16
-119.058000,35.957000,14
-121.869700,39.864200,18
-119.678900,36.826100,4
-117.233800,33.484400,13
-121.845700,39.606100,18
-121.349400,38.046700,17
-119.545900,36.043500,14
-119.082500,36.219500,14
-117.008300,33.541000,13
-122.262300,39.937900,18
-121.328100,38.623200,17
-118.431100,34.146500,8
-120.365200,35.156000,20
-119.303800,35.500000,14
-121.459000,41.738200,12
-117.363400,33.194200,13
-122.065300,39.256600,18
-119.655500,36.621000,4
-121.398900,37.675700,11
-122.065300,39.256600,18
-120.380200,37.375400,11
-121.845700,39.606100,18
-121.457900,39.154500,1
-121.747200,39.495900,18
-121.831600,39.208600,1
-119.632100,36.306100,4
-119.914600,37.861700,11
-121.431400,38.147100,17
-120.558000,36.847500,11
-115.602300,32.770900,5
-121.564200,38.852100,1
-120.718100,35.530000,20
-119.863400,36.528600,4
-122.161700,39.320000,18
-122.065300,39.256600,18
-119.183100,34.209100,8
-122.073100,39.407400,18
-120.645100,35.666400,20
-122.266400,39.544800,18
-119.119800,35.389500,14
-120.964100,37.556600,11
-120.975900,36.985900,11
-121.700900,39.060800,1
-121.108800,37.611700,11
-121.586900,36.641800,6
-119.503000,36.487700,4
-115.602300,32.770900,5
-121.839700,39.743200,18
-121.312900,38.169100,17
-119.211400,36.360700,4
-119.363000,36.172800,14
-121.757800,39.413500,18
-120.744400,35.650600,20
-120.129900,36.389600,4
-121.990000,39.731900,18
-121.878700,37.006800,6
-121.682400,38.684800,7
-121.845700,39.606100,18
-121.002800,36.178600,6
-119.082500,36.219500,14
-119.041100,34.299300,8
-120.504700,35.039600,20
-122.065300,39.256600,18
-120.847100,37.593500,11
-121.747200,39.495900,18
-121.861600,38.691900,7
-119.904800,36.641300,4
-121.605100,39.032400,1
-119.503000,36.487700,4
-121.650500,36.769100,6
-121.500300,38.838300,1
-121.810500,39.711100,18
-121.654500,36.677800,6
-119.837200,36.290400,4
-120.389700,37.983900,11
-115.886500,33.520000,5
-119.863400,36.528600,4
-122.016500,39.030700,1
-121.459700,37.653300,11
-121.312900,38.169100,17
-121.762500,39.354600,1
-120.895100,37.397000,11
-119.673300,36.754100,4
-122.266400,39.544800,18
-121.556500,39.057600,1
-115.350200,32.789400,5
-119.545900,36.043500,14
-121.325200,37.974400,17
-121.409100,39.467600,1
-122.016500,39.030700,1
-119.837200,36.290400,4
-120.646000,37.293100,11
-119.119800,35.389500,14
-122.936400,41.615600,12
-119.046700,35.156400,14
-119.837200,36.290400,4
-115.602300,32.770900,5
-122.065300,39.256600,18
-121.757800,39.413500,18
-118.939600,35.542100,14
-121.682400,38.684800,7
-120.266700,37.087600,4
-122.266400,39.544800,18
-120.157600,36.912000,4
-119.837200,36.290400,4
-121.836500,39.728900,18
-120.391400,34.806900,20
-122.161700,39.320000,18
-119.632100,36.306100,4
-121.445900,38.605700,17
-121.586900,36.641800,6
-122.266400,39.544800,18
-121.397700,39.051000,1
-115.602300,32.770900,5
-119.888900,36.804400,4
-120.179400,36.694400,4
-120.266700,37.087600,4
-121.953900,36.975900,6
-119.064300,35.348400,14
-121.108800,37.611700,11
-121.649800,36.660300,6
-119.921800,36.465400,4
-117.291200,33.200600,13
-121.289200,37.539500,11
-119.381300,36.294700,4
-121.398900,37.675700,11
-119.363000,36.172800,14
-121.548800,38.233600,17
-119.837200,36.290400,4
-121.401200,38.585200,17
-121.352300,38.666600,17
-120.182200,39.328200,15
-120.623500,37.057600,11
-121.457900,39.154500,1
-121.149900,38.125400,17
-120.380200,37.375400,11
-123.492400,40.640600,10
-119.837200,36.290400,4
-121.271600,38.130400,17
-122.161700,39.320000,18
-119.888900,36.804400,4
-122.266400,39.544800,18
-120.129900,36.389600,4
-121.577200,38.408400,17
-120.504700,35.039600,20
-120.677600,37.553800,11
-119.503000,36.487700,4
-119.726400,37.194600,4
-119.678900,36.826100,4
-119.673300,36.754100,4
-122.266400,39.544800,18
-122.156200,37.163400,3
-120.645100,35.666400,20
-120.744400,35.650600,20
-120.760900,37.777100,11
-121.707400,38.934500,1
-119.726400,37.194600,4
-120.744400,35.650600,20
-121.845700,39.606100,18
-121.700900,39.060800,1
-120.179400,36.694400,4
-119.888900,36.804400,4
-121.211500,37.280900,11
-120.177400,36.607100,4
-116.981200,33.258200,13
-120.847100,37.593500,11
-121.183700,36.895600,6
-120.623500,37.057600,11
-121.605100,39.032400,1
-122.065300,39.256600,18
-120.266700,37.087600,4
-119.017600,35.373600,14
-119.183100,34.209100,8
-121.500000,38.951200,1
-121.373400,38.784500,17
-121.831600,39.208600,1
-123.179700,39.740700,10
-119.211400,36.360700,4
-121.383100,38.549100,17
-117.587500,34.026700,16
-122.016500,39.030700,1
-122.266400,39.544800,18
-119.017600,35.373600,14
-121.586900,36.641800,6
-119.363000,36.172800,14
-121.409100,39.467600,1
-123.358400,39.488000,10
-121.759400,39.242700,1
-119.119800,35.389500,14
-120.266700,37.087600,4
-118.062800,33.797200,16
-119.632100,36.306100,4
-121.816000,38.563000,7
-121.810500,39.711100,18
-121.700900,39.060800,1
-121.644300,39.651000,18
-119.381000,36.406600,4
-121.649800,36.660300,6
-121.843500,37.272500,3
-116.924700,33.804000,13
-119.184500,34.248000,8
-120.646000,37.293100,11
-119.837200,36.290400,4
-118.080100,33.866800,16
-121.121900,37.757300,11
-121.586900,36.641800,6
-119.952400,36.787900,4
-122.777800,38.495200,9
-122.214300,37.368900,3
-118.188600,33.766800,16
-117.492200,33.761100,16
-121.221300,35.986200,6
-122.065300,39.256600,18
-119.381000,36.406600,4
-121.377600,38.585300,17
-121.861600,38.691900,7
-119.058400,36.293200,14
-120.227600,34.928700,20
-118.777200,34.292700,8
-119.152100,35.722600,14
-117.244000,33.095700,13
-121.254700,38.398800,17
-120.504700,35.039600,20
-117.447400,33.998600,16
-121.187100,37.832400,11
-119.761200,36.861400,4
-120.129900,36.389600,4
-119.761200,36.861400,4
-117.279100,34.177000,16
-117.562800,33.926400,16
-122.262300,39.937900,18
-122.289000,37.921100,3
-121.902200,37.690200,3
-121.817400,38.395500,7
-121.861600,38.691900,7
-122.606700,38.458800,9
-119.503000,36.487700,4
-120.656500,37.688100,11
-121.345300,36.386300,6
-117.709900,33.594000,16
-121.810500,39.711100,18
-119.394900,36.523800,4
-120.389700,37.983900,11
-119.211400,36.360700,4
-119.211400,36.360700,4
-121.654500,36.677800,6
-122.016500,39.030700,1
-122.161700,39.320000,18
-117.813000,34.115400,16
-121.002800,36.178600,6
-120.744400,35.650600,20
-121.650500,36.769100,6
-117.269000,33.542800,13
-121.183700,36.895600,6
-121.861600,38.691900,7
-118.878200,34.149600,8
-121.952700,37.965500,3
-120.558000,36.847500,11
-119.119800,35.389500,14
-119.485400,35.403300,14
-121.531300,38.491600,17
-120.677900,40.556300,19
-119.503000,36.487700,4
-119.632100,36.306100,4
-121.878700,37.006800,6
-119.503000,36.487700,4
-121.605100,39.032400,1
-119.828500,36.842100,4
-119.632100,36.306100,4
-119.381000,36.406600,4
-122.065300,39.256600,18
-118.904600,35.181900,14
-121.014800,37.667700,11
-119.828500,36.842100,4
-121.421700,36.544900,6
-120.623500,37.057600,11
-119.678900,36.826100,4
-120.157600,36.912000,4
-121.431400,38.147100,17
-116.229200,33.703400,5
-121.649800,36.660300,6
-122.078500,38.840400,7
-121.878700,37.006800,6
-119.220200,34.287500,8
-120.614900,34.934400,20
-119.760000,36.905100,4
-121.660300,38.551500,7
-121.878700,37.006800,6
-121.455100,38.029100,17
-117.156500,32.715400,13
-119.237100,35.404300,14
-120.958000,37.196500,11
-119.058400,36.293200,14
-119.837200,36.290400,4
-121.586900,36.641800,6
-119.760000,36.905100,4
-119.632100,36.306100,4
-119.076400,34.232200,8
-119.758900,36.823100,4
-121.121900,37.757300,11
-116.865500,32.903000,13
-120.157600,36.912000,4
-119.381300,36.294700,4
-119.058400,36.293200,14
-120.718100,35.530000,20
-117.993700,33.749100,16
-121.457900,39.154500,1
-121.183700,36.895600,6
-119.632100,36.306100,4
-121.089600,37.716700,11
-117.136900,33.085400,13
-118.976200,34.142500,8
-121.175300,38.678300,17
-120.932000,39.173700,15
-117.249800,33.054500,13
-120.391400,34.806900,20
NULL,NULL,1
-119.363000,36.172800,14
-119.058400,36.293200,14
-117.821200,33.737600,16
-119.058400,36.293200,14
-122.016500,39.030700,1
-118.839700,34.417300,8
-121.456800,38.688800,17
-117.813000,34.115400,16
-115.350200,32.789400,5
-121.211500,37.280900,11
-119.545900,36.043500,14
-120.391400,34.806900,20
-119.761200,36.861400,4
-119.303800,35.500000,14
-122.674200,41.754000,12
-119.163000,34.279300,8
-119.106000,34.381500,8
-121.075500,38.682700,17
-118.877500,35.994400,14
-120.860700,37.477900,11
-119.381000,36.406600,4
-121.817400,38.395500,7
-121.243500,37.739600,11
-116.422000,32.915200,13
-119.828500,36.842100,4
-116.989300,33.138700,13
-121.902200,37.690200,3
-120.760100,35.269200,20
-119.241700,34.448400,8
-118.939600,35.542100,14
-119.577600,36.928800,4
-121.605100,39.032400,1
-117.785400,33.801000,16
-121.289200,37.539500,11
-117.007200,33.090200,13
-118.939600,35.542100,14
-117.788400,33.851200,16
-120.843500,37.965600,11
-120.488800,37.245300,11
-120.623500,37.057600,11
-118.335500,34.129900,16
-119.757500,36.710900,4
-119.577600,36.928800,4
-119.970400,38.945900,15
-120.748900,37.365200,11
-121.421700,36.544900,6
-120.760900,37.777100,11
-117.579100,34.152600,16
-119.394900,36.523800,4
-119.701900,36.825300,4
-120.645100,35.666400,20
-119.828500,36.842100,4
-121.816000,38.563000,7
-121.869700,39.864200,18
-117.776100,33.545100,16
-121.724000,36.942800,6
-119.192700,36.742300,4
-119.381000,36.406600,4
-120.043100,37.022700,4
-121.572400,37.020700,6
-119.771600,36.747500,4
-121.345300,36.386300,6
-120.043100,37.022700,4
-119.064300,35.348400,14
-120.179400,36.694400,4
-121.421700,36.544900,6
-121.586900,36.641800,6
-119.713300,36.810400,4
-123.203100,39.234600,10
-120.365200,35.156000,20
-116.234100,33.748200,5
-121.861600,38.691900,7
-121.810500,39.711100,18
-119.904800,36.641300,4
-118.818300,35.114500,14
-117.405400,33.903900,16
-121.586900,36.641800,6
-115.602300,32.770900,5
-122.279500,38.529700,9
-121.915800,36.556700,6
-120.179400,36.694400,4
-121.878700,37.006800,6
-117.789900,33.690300,16
-121.627000,37.168100,6
-118.877500,35.994400,14
-117.819200,33.813600,16
-122.547900,41.928000,12
-119.802000,36.801000,4
-119.594300,34.418700,8
-120.266700,37.087600,4
-121.258700,38.743900,17
-119.904800,36.641300,4
-122.266400,39.544800,18
-121.700900,39.060800,1
-120.641000,37.604400,11
-118.418600,34.256700,8
-117.788400,33.851200,16
-118.939600,35.542100,14
-122.010800,38.577300,7
-121.531300,38.491600,17
-120.788500,38.750600,15
-119.503000,36.487700,4
-121.700900,39.060800,1
-121.724000,36.942800,6
-121.627000,37.168100,6
-120.179400,36.694400,4
-119.863400,36.528600,4
